id,OpenStatus
11768878,0.4929234915041295
11768880,0.48928759785384995
11803678,0.5077068238184735
11803496,0.5019684258019677
11803700,0.4909165499123538
11927241,0.4934193617706046
11927226,0.5518266313400733
11927247,0.48952366458479957
11927248,0.4940333142173789
11927254,0.4909165499123538
11927261,0.9280884011522503
11927266,0.5102802684284357
11809029,0.489334810821174
11809034,0.4911762566451542
11809035,0.48928759785384995
11809044,0.490019419803883
11809047,0.50595947352453
11809048,0.48952366458479957
11809049,0.4901138516251162
11809051,0.5509152805737336
11809056,0.496465669342295
11809052,0.5095484208371016
11809053,0.48928759785384995
11898534,0.4895944855200483
11898542,0.48928759785384995
11898548,0.49715054235103545
11898550,0.4979771272277882
11898552,0.4899722041599516
11898553,0.7280179916927721
11863414,0.48968891408298254
11863330,0.4894764508614269
11863389,0.531025011208292
11863421,0.4913415270546175
11863423,0.49105820753140833
11863424,0.49084572164841006
11863427,0.49039715129516964
11863431,0.49046797718355284
11863433,0.48928759785384995
11863434,0.4899249886949325
11939654,0.5059358595895458
11939656,0.5033145721947045
11939748,0.48928759785384995
11939751,0.489334810821174
11939693,0.489334810821174
11939736,0.7667011327799506
11939761,0.5993719896182809
11939699,0.48928759785384995
11939765,0.7594428486911601
11939767,0.4966782148389173
11939768,0.48928759785384995
11809062,0.48928759785384995
11809073,0.5294719770215743
11809074,0.4946472846597892
11809075,0.49181373852991733
11809063,0.4897833433817667
11809077,0.4896653068730001
11809082,0.5000082019963733
11809092,0.48928759785384995
11874674,0.4898069508206503
11873618,0.4895944855200483
11874662,0.5172183855653117
11874681,0.5014016176566913
11874684,0.5001499056527333
11874689,0.5430266683556747
11803716,0.5030075598774174
11803717,0.48928759785384995
11803718,0.4895708784950804
11803719,0.490444368511433
11791546,0.4981188287279055
11803706,0.49216790676868016
11803721,0.5046606705360867
11803722,0.5057705613090225
11803723,0.4911762566451542
11803012,0.48952366458479957
11863435,0.48928759785384995
11863448,0.4902791090059492
11863450,0.4936791085677365
11863454,0.5043772863720063
11863457,0.4913415270546175
11863459,0.4909637689577525
11863460,0.4978354260526186
11809098,0.48954727151662897
11809099,0.5069040079985127
11809105,0.48928759785384995
11809106,0.48928759785384995
11809111,0.4898069508206503
11809093,0.582658809988765
11809116,0.49384440376957806
11808971,0.48940563062866177
11898559,0.49193179371407586
11898473,0.48928759785384995
11898459,0.49018467595442544
11898566,0.4929471040659788
11898574,0.4907276753599323
11898576,0.4906332390730129
11898578,0.5416432393524091
11898579,0.5055344187288178
11803726,0.48964169970911336
11803727,0.48928759785384995
11803732,0.49261653111133463
11803738,0.48938202397877256
11803744,0.48928759785384995
11803745,0.48928759785384995
11809124,0.4916484628088407
11809130,0.49030271737749376
11809133,0.48928759785384995
11809135,0.49415138411585297
11809126,0.48975973598845296
11809129,0.5264584314724848
11808978,0.5394847541097924
11809142,0.489334810821174
11863416,0.5043300553996446
11863469,0.48928759785384995
11863476,0.49408054209764346
11863477,0.4962531251230525
11863483,0.49389163121885443
11863485,0.5009056575246473
11863488,0.4905624122961633
11809151,0.4924984708914345
11809153,0.49006663562588515
11809157,0.4897361286408142
11809158,0.4935610414103329
11809149,0.5230423309394108
11809162,0.489334810821174
11809163,0.5226181062860579
11809166,0.48928759785384995
11809170,0.5693937154815142
11809176,0.4895708784950804
11809177,0.4913415270546175
11803749,0.4907985030097786
11803751,0.4955210392123166
11803752,0.4894528440700942
11803754,0.49422222636891
11803755,0.9391366894713377
11803757,0.49020828415189777
11803758,0.4895708784950804
11803710,0.4897125213389556
11803712,0.489334810821174
11803648,0.489334810821174
11802646,0.4915304098379285
11916276,0.5470558533082358
11916277,0.4912706966452822
11916282,0.489334810821174
11809087,0.4935610414103329
11809090,0.49604058225799946
11809181,0.49094015941484637
11808703,0.48931120431367503
11809185,0.48928759785384995
11809188,0.49195540485930656
11898589,0.48928759785384995
11898590,0.4894528440700942
11898592,0.5081554391425612
11898596,0.49852031787706935
11898597,0.48964169970911336
11898598,0.48928759785384995
11898605,0.48928759785384995
11898614,0.4894764508614269
11898616,0.4904915858981909
11863491,0.48940563062866177
11863496,0.4895000576996971
11863498,0.5600822440253203
11863499,0.4897361286408142
11863502,0.49308878009415835
11863503,0.4894528440700942
11863474,0.48928759785384995
11863475,0.48940563062866177
11863504,0.48928759785384995
11809140,0.4894764508614269
11809141,0.5619202354921257
11809189,0.49089294045038007
11809190,0.4895944855200483
11809191,0.49039715129516964
11809192,0.4907276753599323
11809195,0.48987777340966754
11809204,0.4903735427512365
11809205,0.4896180925914277
11803767,0.49176651671115
11803760,0.5044481326838043
11803774,0.48928759785384995
11803782,0.4900430276926779
11803784,0.5202607252711596
11803785,0.48928759785384995
11803789,0.5358448654457084
11803791,0.49592250350194067
11803793,0.48975973598845296
11863509,0.48952366458479957
11863510,0.4894528440700942
11863512,0.5311191154857077
11863093,0.515331007404048
11863092,0.48928759785384995
11863516,0.5198598778565392
11863518,0.5419715695539126
11863519,0.4896653068730001
11863493,0.49065684808233323
11862468,0.5234429570429668
11809206,0.5182798233904056
11809207,0.4934429749711093
11809219,0.5209680391092367
11809220,0.5175250395430425
11809225,0.4964420532534493
11809226,0.489854165834706
11863524,0.49941777033932416
11863527,0.49058602117982264
11863114,0.48928759785384995
